"Pitch, mm","PkgHlfDiagSz, mm","DieHlfDiagSz, mm","ΔT, °C","t (Ramp up and hot dwell time), min","Tmax, °C","Substrate thickness, mm",Ball count,"Package CTE, ppm/°C",Package Specific Heat J/KgK,Package Thermal conductivity W/mK,"Package melting temp., K",Packag Poisson ratio,"Package Young Module, GPa","Package density, g/cm3","Package Plating (0:None, 1:Ni/Au, )",b_Ag (Wt. % Ag comp. in ball alloy),p_Ag (Wt. % Ag comp. in paste alloy),b_Cu (Wt. % Cu comp. in ball alloy),p_Cu (Wt. % Cu comp. in paste alloy),Solder CTE,Solder Specific Heat J/KgK,Solder Thermal conductivity W/mK,Solder melting temp.,Solder Poisson Ratio,Solder Young Module,Solder density,Solder Tensile Strength MPa,Substrate CTE x-y-direction,Substrate CTE z-direction,Substrate Specific Heat J/KgK,Substrate Thermal Conductivity x-y-direction W/mK,Substrate Thermal Conductivity z-direction W/mK,Substrate melting temp.,Substrate Poisson ratio,Substrate Young Module,Substrate density,"Substratre Plating (0:None, 1:Ni/Au, )",mean life (cycle),cycle_mode,frequency_min_per_cycle,log_life,Tmin_C,Tmean_C,period_min_per_cycle,freq_cycle_per_hour,hot_duty_ratio,creep_index,fatigue_index,creep_ratio,fatigue_ratio,CTE_pkg_sub_xy,CTE_solder_sub_xy,CTE_solder_pkg,geom_strain_index,pkg_die_ratio,relative_pitch,solder_thermal_diffusivity,substrate_thermal_diffusivity_xy,solder_effective_E,substrate_effective_E,package_effective_E
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,661.4001894,0,140.0,6.495869889000961,0.0,50.0,140.0,0.4285714255102041,0.49999999642857146,50.09999964285714,42.95714255102041,0.5383788704804484,0.4616211187734663,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,120.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,569.915585,0,240.0,6.3472413615991785,0.0,50.0,240.0,0.24999999895833333,0.49999999791666666,50.09999979166666,25.09999989583333,0.6662233953941235,0.33377659130800436,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,310.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,438.496664,0,720.0,6.085630126652738,0.0,50.0,720.0,0.08333333321759259,0.4305555549575617,43.15555549575617,8.433333321759259,0.8365280906103939,0.1634718900055876,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,11.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1102.675522,1,,7.006401272404785,0.0,50.0,,,,0.1,142.9571394557824,0.0006990213818156743,0.9993009716279706,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,31.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,828.259248,1,,6.720532830010981,0.0,50.0,,,,0.1,142.9571394557824,0.0006990213818156743,0.9993009716279706,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,61.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,687.0246082,1,,6.533824605026251,0.0,50.0,,,,0.1,142.9571394557824,0.0006990213818156743,0.9993009716279706,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,125.0,44.8,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,544.1837656,0,40.0,6.301122922416452,-25.0,37.5,40.0,1.4999999625000011,1.1199999720000007,112.09999720000006,187.62499531250012,0.3740095074698029,0.6259904891938053,-6.3,6.699999999999999,13.0,-6839.708221886913,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,75.0,44.8,75.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1868.902561,0,40.0,7.533641602073933,0.0,37.5,40.0,1.4999999625000011,1.1199999720000007,84.07499790000004,112.57499718750007,0.4275362297113425,0.5724637652034807,-6.3,6.699999999999999,13.0,-4103.824933132148,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,60.0,16.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,4794.645836,0,40.0,8.475463667715923,0.0,30.0,40.0,1.4999999625000011,0.39999999000000025,24.059999400000017,90.05999775000006,0.2108307026817105,0.7891692885555835,-6.3,6.699999999999999,13.0,-3283.0599465057185,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,140.0,16.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,615.2281501,0,40.0,6.423617268501133,-40.0,30.0,40.0,1.4999999625000011,0.39999999000000025,40.099999000000025,210.13999475000014,0.16024616304864273,0.8397538329551936,-6.3,6.699999999999999,13.0,-7660.473208513342,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,150.0,25.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,316.9219212,0,40.0,5.76180582181494,-25.0,50.0,40.0,1.4999999625000011,0.6249999843750005,78.24999804687506,225.14999437500015,0.2579103485281527,0.7420896481758684,-6.3,6.699999999999999,13.0,-8207.649866264295,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,15.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,2355.096137,0,30.0,7.7647613491172365,-40.0,10.0,30.0,1.9999999333333356,0.4999999833333339,30.05999900000003,200.09999333333357,0.1306047961014018,0.8693951995537945,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,165.0,30.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,229.6892931,0,60.0,5.441071753612894,-40.0,42.5,60.0,0.9999999833333336,0.4999999916666668,62.62499895833334,165.16499725000006,0.27492427115251,0.7250757244574816,-6.3,6.699999999999999,13.0,-9028.414852890724,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,165.0,21.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,253.4688955,0,42.0,5.539178610446684,-40.0,42.5,42.0,1.428571394557824,0.49999998809523843,62.6249985119048,235.87928010204095,0.20979598213096787,0.7902040145189964,-6.3,6.699999999999999,13.0,-9028.414852890724,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,165.0,120.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,156.6216452,0,240.0,5.060197510632736,-40.0,42.5,240.0,0.24999999895833333,0.49999999791666666,62.62499973958332,41.414999828125,0.6019319434627216,0.3980680469255907,-6.3,6.699999999999999,13.0,-9028.414852890724,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,180.0,15.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,245.6835478,0,30.0,5.5081063322154264,-55.0,35.0,30.0,1.9999999333333356,0.4999999833333339,62.62499791666673,360.17998800000044,0.1481179263597707,0.8518820712750726,-6.3,6.699999999999999,13.0,-9849.179839517155,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,15.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,883.7982225,0,30.0,6.785359621837481,0.0,50.0,30.0,1.9999999333333356,0.4999999833333339,50.09999833333338,200.09999333333357,0.20023980736114538,0.7997601886420519,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,38.65,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,680.4854414,0,30.0,6.524274888325865,0.0,50.0,30.0,1.9999999333333356,1.2883332903888902,128.933329038889,200.09999333333357,0.3918549273899281,0.608145069570866,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,20.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,816.2910686,0,40.0,6.7059952965289344,0.0,50.0,40.0,1.4999999625000011,0.49999998750000035,50.09999875000003,150.0999962500001,0.250249749005989,0.749750245999006,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,47.3,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,643.5656895,0,40.0,6.468576740381702,0.0,50.0,40.0,1.4999999625000011,1.1824999704375008,118.34999704375007,150.0999962500001,0.44086421888408067,0.5591357773908309,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,79.6,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,557.3876479,0,50.0,6.325053430680578,0.0,50.0,50.0,1.1999999760000006,1.5919999681600006,159.29999681600003,120.09999760000005,0.5701503200771978,0.42984967634370413,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,30.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,729.8080324,0,60.0,6.594150815685922,0.0,50.0,60.0,0.9999999833333336,0.4999999916666668,50.09999916666668,100.09999833333336,0.33355525743674797,0.6664447359054623,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,40.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,674.0631102,0,80.0,6.5148061830945885,0.0,50.0,80.0,0.7499999906250001,0.4999999937500001,50.099999375,75.09999906250002,0.40015974121477516,0.5998402507980043,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,47.3,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,643.5656895,0,80.0,6.468576740381702,0.0,50.0,80.0,0.7499999906250001,0.591249992609375,59.22499926093751,75.09999906250002,0.44090824164704623,0.5590917509083233,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,577.5285401,0,90.0,6.360487880075417,0.0,50.0,90.0,0.6666666592592594,0.7777777691358025,77.87777691358025,66.76666592592593,0.5384083539357478,0.46159163915074775,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,577.5285401,0,100.0,6.360487880075417,0.0,50.0,100.0,0.599999994,0.699999993,70.09999930000001,60.0999994,0.5384024536215111,0.4615975386979974,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,60.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,602.648603,0,120.0,6.402992245520769,0.0,50.0,120.0,0.4999999958333334,0.4999999958333334,50.09999958333333,50.09999958333333,0.49999999500998005,0.49999999500998005,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,577.5285401,0,140.0,6.360487880075417,0.0,50.0,140.0,0.4285714255102041,0.49999999642857146,50.09999964285714,42.95714255102041,0.5383788704804484,0.4616211187734663,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,120.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,497.645028,0,240.0,6.2118944758766785,0.0,50.0,240.0,0.24999999895833333,0.49999999791666666,50.09999979166666,25.09999989583333,0.6662233953941235,0.33377659130800436,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,310.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,382.8912394,0,720.0,5.950359281741162,0.0,50.0,720.0,0.08333333321759259,0.4305555549575617,43.15555549575617,8.433333321759259,0.8365280906103939,0.1634718900055876,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,11.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,962.8460873,1,,6.870931621386276,0.0,50.0,,,,0.1,142.9571394557824,0.0006990213818156743,0.9993009716279706,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,31.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,723.2283298,1,,6.585106715318148,0.0,50.0,,,,0.1,142.9571394557824,0.0006990213818156743,0.9993009716279706,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,61.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,599.9035461,1,,6.398434432637164,0.0,50.0,,,,0.1,142.9571394557824,0.0006990213818156743,0.9993009716279706,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,125.0,44.8,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,475.1762409,0,40.0,6.165788039695921,-25.0,37.5,40.0,1.4999999625000011,1.1199999720000007,112.09999720000006,187.62499531250012,0.3740095074698029,0.6259904891938053,-6.3,6.699999999999999,13.0,-6839.708221886913,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,75.0,44.8,75.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1631.908465,0,40.0,7.3981180381232425,0.0,37.5,40.0,1.4999999625000011,1.1199999720000007,84.07499790000004,112.57499718750007,0.4275362297113425,0.5724637652034807,-6.3,6.699999999999999,13.0,-4103.824933132148,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,60.0,16.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,4186.640485,0,40.0,8.339892724227294,0.0,30.0,40.0,1.4999999625000011,0.39999999000000025,24.059999400000017,90.05999775000006,0.2108307026817105,0.7891692885555835,-6.3,6.699999999999999,13.0,-3283.0599465057185,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,140.0,16.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,537.2115416,0,40.0,6.288251682878922,-40.0,30.0,40.0,1.4999999625000011,0.39999999000000025,40.099999000000025,210.13999475000014,0.16024616304864273,0.8397538329551936,-6.3,6.699999999999999,13.0,-7660.473208513342,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,150.0,25.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,276.7332961,0,40.0,5.6266612866572485,-25.0,50.0,40.0,1.4999999625000011,0.6249999843750005,78.24999804687506,225.14999437500015,0.2579103485281527,0.7420896481758684,-6.3,6.699999999999999,13.0,-8207.649866264295,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,100.0,15.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,2056.448207,0,30.0,7.629221759451882,-40.0,10.0,30.0,1.9999999333333356,0.4999999833333339,30.05999900000003,200.09999333333357,0.1306047961014018,0.8693951995537945,-6.3,6.699999999999999,13.0,-5471.76657750953,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
1.27,20.50609665,14.8492424,165.0,30.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,294.3564881,0,60.0,5.688183061008153,-40.0,42.5,60.0,0.9999999833333336,0.4999999916666668,62.62499895833334,165.16499725000006,0.27492427115251,0.7250757244574816,-6.3,6.699999999999999,13.0,-9028.414852890724,1.3809522881145582,0.061932797828064566,0.03392130255818012,0.0005784892387779493,47.794062736600715,29.248738455728184,380.1072958427876
