Ball count,CTE_pkg_sub_xy,CTE_solder_pkg,CTE_solder_sub_xy,"DieHlfDiagSz, mm",Packag Poisson ratio,"Package Plating (0:None, 1:Ni/Au, )",Solder CTE,Solder Poisson Ratio,Solder Specific Heat J/KgK,Solder Tensile Strength MPa,Solder Thermal conductivity W/mK,Solder Young Module,Solder density,Solder melting temp.,Substrate Poisson ratio,Substrate Thermal Conductivity x-y-direction W/mK,"Substrate thickness, mm","Substratre Plating (0:None, 1:Ni/Au, )","Tmax, °C",Tmean_C,Tmin_C,b_Ag (Wt. % Ag comp. in ball alloy),b_Cu (Wt. % Cu comp. in ball alloy),creep_index,creep_ratio,cycle_mode,fatigue_index,freq_cycle_per_hour,frequency_min_per_cycle,geom_strain_index,p_Ag (Wt. % Ag comp. in paste alloy),p_Cu (Wt. % Cu comp. in paste alloy),pkg_die_ratio,relative_pitch,substrate_thermal_diffusivity_xy,"ΔT, °C",log_life,mean life (cycle)
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,118.34999704375008,0.4408642188840806,0,150.0999962500001,1.4999999625000011,40.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.603981210757969,737.0275915
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,159.29999681600003,0.5701503200771978,0,120.09999760000004,1.1999999760000006,50.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.460427531633277,638.3343338
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999916666668,0.3335552574367479,0,100.09999833333336,0.9999999833333336,60.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.729578507007898,835.7944886
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.099999375,0.4001597412147751,0,75.09999906250002,0.7499999906250001,80.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.650219543065386,771.9540036
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,59.22499926093751,0.4409082416470462,0,75.09999906250002,0.7499999906250001,80.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.603981210757969,737.0275915
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,77.87777691358025,0.5384083539357478,0,66.76666592592593,0.6666666592592594,90.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.495869889000961,661.4001894
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,70.09999930000001,0.5384024536215111,0,60.0999994,0.599999994,100.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.495869889000961,661.4001894
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999958333333,0.49999999500998,0,50.09999958333333,0.4999999958333334,120.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.538383377897561,690.1683164
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999964285714,0.5383788704804484,0,42.95714255102041,0.4285714255102041,140.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.495869889000961,661.4001894
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999979166666,0.6662233953941235,0,25.09999989583333,0.2499999989583333,240.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.3472413615991785,569.915585
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,43.15555549575617,0.8365280906103939,0,8.433333321759259,0.0833333332175925,720.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.085630126652738,438.496664
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,0.1,0.0006990213818156,1,142.9571394557824,,,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,7.006401272404785,1102.675522
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,0.1,0.0006990213818156,1,142.9571394557824,,,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.720532830010981,828.259248
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,0.1,0.0006990213818156,1,142.9571394557824,,,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.533824605026251,687.0246082
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,37.5,-25.0,3.0,0.5,112.09999720000006,0.3740095074698029,0,187.6249953125001,1.4999999625000011,40.0,-6839.708221886913,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,125.0,6.301122922416452,544.1837656
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,75.0,37.5,0.0,3.0,0.5,84.07499790000004,0.4275362297113425,0,112.57499718750007,1.4999999625000011,40.0,-4103.824933132148,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,75.0,7.533641602073933,1868.902561
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,60.0,30.0,0.0,3.0,0.5,24.059999400000017,0.2108307026817105,0,90.05999775000006,1.4999999625000011,40.0,-3283.0599465057185,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,60.0,8.475463667715923,4794.645836
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,30.0,-40.0,3.0,0.5,40.099999000000025,0.1602461630486427,0,210.1399947500001,1.4999999625000011,40.0,-7660.473208513342,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,140.0,6.423617268501133,615.2281501
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,50.0,-25.0,3.0,0.5,78.24999804687506,0.2579103485281527,0,225.14999437500012,1.4999999625000011,40.0,-8207.649866264295,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,150.0,5.76180582181494,316.9219212
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,60.0,10.0,-40.0,3.0,0.5,30.05999900000003,0.1306047961014018,0,200.0999933333336,1.999999933333336,30.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,7.764761349117236,2355.096137
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,42.5,-40.0,3.0,0.5,62.62499895833334,0.27492427115251,0,165.16499725000006,0.9999999833333336,60.0,-9028.414852890724,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,165.0,5.441071753612894,229.6892931
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,42.5,-40.0,3.0,0.5,62.6249985119048,0.2097959821309678,0,235.87928010204092,1.428571394557824,42.0,-9028.414852890724,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,165.0,5.539178610446684,253.4688955
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,42.5,-40.0,3.0,0.5,62.62499973958332,0.6019319434627216,0,41.414999828125,0.2499999989583333,240.0,-9028.414852890724,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,165.0,5.060197510632736,156.6216452
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,35.0,-55.0,3.0,0.5,62.62499791666673,0.1481179263597707,0,360.17998800000044,1.999999933333336,30.0,-9849.179839517155,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,180.0,5.508106332215426,245.6835478
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999833333338,0.2002398073611453,0,200.0999933333336,1.999999933333336,30.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.785359621837481,883.7982225
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,128.933329038889,0.3918549273899281,0,200.0999933333336,1.999999933333336,30.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.524274888325865,680.4854414
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999875000003,0.250249749005989,0,150.0999962500001,1.4999999625000011,40.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.7059952965289344,816.2910686
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,118.34999704375008,0.4408642188840806,0,150.0999962500001,1.4999999625000011,40.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.468576740381702,643.5656895
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,159.29999681600003,0.5701503200771978,0,120.09999760000004,1.1999999760000006,50.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.325053430680578,557.3876479
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999916666668,0.3335552574367479,0,100.09999833333336,0.9999999833333336,60.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.594150815685922,729.8080324
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.099999375,0.4001597412147751,0,75.09999906250002,0.7499999906250001,80.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.5148061830945885,674.0631102
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,59.22499926093751,0.4409082416470462,0,75.09999906250002,0.7499999906250001,80.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.468576740381702,643.5656895
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,77.87777691358025,0.5384083539357478,0,66.76666592592593,0.6666666592592594,90.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.360487880075417,577.5285401
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,70.09999930000001,0.5384024536215111,0,60.0999994,0.599999994,100.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.360487880075417,577.5285401
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999958333333,0.49999999500998,0,50.09999958333333,0.4999999958333334,120.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.402992245520769,602.648603
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999964285714,0.5383788704804484,0,42.95714255102041,0.4285714255102041,140.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.360487880075417,577.5285401
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999979166666,0.6662233953941235,0,25.09999989583333,0.2499999989583333,240.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.211894475876679,497.645028
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,43.15555549575617,0.8365280906103939,0,8.433333321759259,0.0833333332175925,720.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,5.950359281741162,382.8912394
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,0.1,0.0006990213818156,1,142.9571394557824,,,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.870931621386276,962.8460873
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,0.1,0.0006990213818156,1,142.9571394557824,,,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.585106715318148,723.2283298
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,0.1,0.0006990213818156,1,142.9571394557824,,,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.398434432637164,599.9035461
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,37.5,-25.0,3.0,0.5,112.09999720000006,0.3740095074698029,0,187.6249953125001,1.4999999625000011,40.0,-6839.708221886913,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,125.0,6.165788039695921,475.1762409
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,75.0,37.5,0.0,3.0,0.5,84.07499790000004,0.4275362297113425,0,112.57499718750007,1.4999999625000011,40.0,-4103.824933132148,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,75.0,7.398118038123242,1631.908465
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,60.0,30.0,0.0,3.0,0.5,24.059999400000017,0.2108307026817105,0,90.05999775000006,1.4999999625000011,40.0,-3283.0599465057185,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,60.0,8.339892724227294,4186.640485
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,30.0,-40.0,3.0,0.5,40.099999000000025,0.1602461630486427,0,210.1399947500001,1.4999999625000011,40.0,-7660.473208513342,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,140.0,6.288251682878922,537.2115416
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,50.0,-25.0,3.0,0.5,78.24999804687506,0.2579103485281527,0,225.14999437500012,1.4999999625000011,40.0,-8207.649866264295,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,150.0,5.6266612866572485,276.7332961
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,60.0,10.0,-40.0,3.0,0.5,30.05999900000003,0.1306047961014018,0,200.0999933333336,1.999999933333336,30.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,7.629221759451882,2056.448207
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,42.5,-40.0,3.0,0.5,62.62499895833334,0.27492427115251,0,165.16499725000006,0.9999999833333336,60.0,-9028.414852890724,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,165.0,5.688183061008153,294.3564881
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,42.5,-40.0,3.0,0.5,62.6249985119048,0.2097959821309678,0,235.87928010204092,1.428571394557824,42.0,-9028.414852890724,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,165.0,5.786378991504425,324.8310487
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,42.5,-40.0,3.0,0.5,62.62499973958332,0.6019319434627216,0,41.414999828125,0.2499999989583333,240.0,-9028.414852890724,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,165.0,5.306866838438482,200.7172246
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,125.0,35.0,-55.0,3.0,0.5,62.62499791666673,0.1481179263597707,0,360.17998800000044,1.999999933333336,30.0,-9849.179839517155,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,180.0,5.755279442600885,314.8537982
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999833333338,0.2002398073611453,0,200.0999933333336,1.999999933333336,30.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,7.033175378331785,1132.624588
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,128.933329038889,0.3918549273899281,0,200.0999933333336,1.999999933333336,30.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.772016548321363,872.0707093
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999875000003,0.250249749005989,0,150.0999962500001,1.4999999625000011,40.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.95379053950589,1046.111332
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,118.34999704375008,0.4408642188840806,0,150.0999962500001,1.4999999625000011,40.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.716299929574512,824.7564948
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,159.29999681600003,0.5701503200771978,0,120.09999760000004,1.1999999760000006,50.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.572723998245158,714.3157104
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999916666668,0.3335552574367479,0,100.09999833333336,0.9999999833333336,60.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.841914239428967,935.2796839
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.099999375,0.4001597412147751,0,75.09999906250002,0.7499999906250001,80.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.762544775303568,863.8402219
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,59.22499926093751,0.4409082416470462,0,75.09999906250002,0.7499999906250001,80.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.716299929574512,824.7564948
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,77.87777691358025,0.5384083539357478,0,66.76666592592593,0.6666666592592594,90.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.608172149991093,740.1271107
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,70.09999930000001,0.5384024536215111,0,60.0999994,0.599999994,100.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.608172149991093,740.1271107
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999958333333,0.49999999500998,0,50.09999958333333,0.4999999958333334,120.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.650692323850138,772.3195278
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999964285714,0.5383788704804484,0,42.95714255102041,0.4285714255102041,140.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.608172149991093,740.1271107
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,50.09999979166666,0.6662233953941235,0,25.09999989583333,0.2499999989583333,240.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.45951788624247,637.7530307
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,43.15555549575617,0.8365280906103939,0,8.433333321759259,0.0833333332175925,720.0,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,6.197850927604176,490.6912248
484.0,-6.3,13.0,6.699999999999999,14.8492424,0.23,1.0,20.7,0.36,232.0,50.0,58.0,41.6,7.37,490.15,0.16,0.8,2.36,0.0,100.0,50.0,0.0,3.0,0.5,0.1,0.0006990213818156,1,142.9571394557824,,,-5471.76657750953,3.0,0.5,1.3809522881145582,0.0619327978280645,0.0005784892387779,100.0,7.11876774613624,1233.927751
