"Pitch, mm","PkgHlfDiagSz, mm","DieHlfDiagSz, mm","ΔT, °C","t (Ramp up and hot dwell time), min","Tmax, °C","Substrate thickness, mm",Ball count,"Package CTE, ppm/°C",Package Specific Heat J/KgK,Package Thermal conductivity W/mK,"Package melting temp., K",Packag Poisson ratio,"Package Young Module, GPa","Package density, g/cm3","Package Plating (0:None, 1:Ni/Au, )",b_Ag (Wt. % Ag comp. in ball alloy),p_Ag (Wt. % Ag comp. in paste alloy),b_Cu (Wt. % Cu comp. in ball alloy),p_Cu (Wt. % Cu comp. in paste alloy),Solder CTE,Solder Specific Heat J/KgK,Solder Thermal conductivity W/mK,Solder melting temp.,Solder Poisson Ratio,Solder Young Module,Solder density,Solder Tensile Strength MPa,Substrate CTE x-y-direction,Substrate CTE z-direction,Substrate Specific Heat J/KgK,Substrate Thermal Conductivity x-y-direction W/mK,Substrate Thermal Conductivity z-direction W/mK,Substrate melting temp.,Substrate Poisson ratio,Substrate Young Module,Substrate density,"Substratre Plating (0:None, 1:Ni/Au, )",mean life (cycle),cycle_mode,frequency_min_per_cycle
1.27,20.50609665,14.8492424,100.0,15.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,2801.569888,0,30.0
1.27,20.50609665,14.8492424,165.0,30.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,300.1692953,0,60.0
1.27,20.50609665,14.8492424,165.0,21.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,331.2456525,0,42.0
1.27,20.50609665,14.8492424,165.0,120.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,204.6808897,0,240.0
1.27,20.50609665,14.8492424,180.0,15.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,321.0713762,0,30.0
1.27,20.50609665,14.8492424,100.0,15.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1154.991102,0,30.0
1.27,20.50609665,14.8492424,100.0,38.65,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,889.291933,0,30.0
1.27,20.50609665,14.8492424,100.0,20.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1066.769424,0,40.0
1.27,20.50609665,14.8492424,100.0,47.3,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,841.0433806,0,40.0
1.27,20.50609665,14.8492424,100.0,79.6,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,728.4216659,0,50.0
1.27,20.50609665,14.8492424,100.0,30.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,953.7491273,0,60.0
1.27,20.50609665,14.8492424,100.0,40.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,880.8989139,0,80.0
1.27,20.50609665,14.8492424,100.0,47.3,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,841.0433806,0,80.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,754.742777,0,90.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,754.742777,0,100.0
1.27,20.50609665,14.8492424,100.0,60.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,787.5709141,0,120.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,754.742777,0,140.0
1.27,20.50609665,14.8492424,100.0,120.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,650.347064,0,240.0
1.27,20.50609665,14.8492424,100.0,310.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,500.3811539,0,720.0
1.27,20.50609665,14.8492424,100.0,11.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1258.29475,1,
1.27,20.50609665,14.8492424,100.0,31.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,945.1504475,1,
1.27,20.50609665,14.8492424,100.0,61.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,783.9835383,1,
1.27,20.50609665,14.8492424,125.0,44.8,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,620.9837449,0,40.0
1.27,20.50609665,14.8492424,75.0,44.8,75.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,2132.65846,0,40.0
1.27,20.50609665,14.8492424,60.0,16.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,5471.308251,0,40.0
1.27,20.50609665,14.8492424,140.0,16.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,702.0545352,0,40.0
1.27,20.50609665,14.8492424,150.0,25.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,361.6487185,0,40.0
1.27,20.50609665,14.8492424,100.0,15.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,2687.467931,0,30.0
1.27,20.50609665,14.8492424,165.0,30.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,335.3236282,0,60.0
1.27,20.50609665,14.8492424,165.0,21.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,370.0394936,0,42.0
1.27,20.50609665,14.8492424,165.0,120.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,228.6520961,0,240.0
1.27,20.50609665,14.8492424,180.0,15.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,358.6736567,0,30.0
1.27,20.50609665,14.8492424,100.0,15.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1290.257907,0,30.0
1.27,20.50609665,14.8492424,100.0,38.65,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,993.441375,0,30.0
1.27,20.50609665,14.8492424,100.0,20.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1191.704146,0,40.0
1.27,20.50609665,14.8492424,100.0,47.3,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,939.5421925,0,40.0
1.27,20.50609665,14.8492424,100.0,79.6,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,813.7307835,0,50.0
1.27,20.50609665,14.8492424,100.0,30.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1065.447475,0,60.0
1.27,20.50609665,14.8492424,100.0,40.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,984.0654074,0,80.0
1.27,20.50609665,14.8492424,100.0,47.3,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,939.5421925,0,80.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,843.1344921,0,90.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,843.1344921,0,100.0
1.27,20.50609665,14.8492424,100.0,60.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,879.8072971,0,120.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,843.1344921,0,140.0
1.27,20.50609665,14.8492424,100.0,120.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,726.5124731,0,240.0
1.27,20.50609665,14.8492424,100.0,310.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,558.9833025,0,720.0
1.27,20.50609665,14.8492424,100.0,11.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1405.659964,1,
1.27,20.50609665,14.8492424,100.0,31.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1055.841761,1,
1.27,20.50609665,14.8492424,100.0,61.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,875.7997857,1,
1.27,20.50609665,14.8492424,125.0,44.8,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,693.7102684,0,40.0
1.27,20.50609665,14.8492424,75.0,44.8,75.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,2382.424797,0,40.0
1.27,20.50609665,14.8492424,60.0,16.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,6112.080623,0,40.0
1.27,20.50609665,14.8492424,140.0,16.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,784.2756658,0,40.0
1.27,20.50609665,14.8492424,150.0,25.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,404.0032152,0,40.0
1.27,20.50609665,14.8492424,100.0,15.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.8,3.8,0.7,0.7,22.0,236.0,57.0,492.15,0.34,42.6,7.4,48.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,3002.210791,0,30.0
1.27,20.50609665,14.8492424,165.0,30.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,263.0459473,0,60.0
1.27,20.50609665,14.8492424,165.0,21.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,290.2789453,0,42.0
1.27,20.50609665,14.8492424,165.0,120.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,179.3670418,0,240.0
1.27,20.50609665,14.8492424,180.0,15.0,125.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,281.3629696,0,30.0
1.27,20.50609665,14.8492424,100.0,15.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1012.147922,0,30.0
1.27,20.50609665,14.8492424,100.0,38.65,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,779.3090186,0,30.0
1.27,20.50609665,14.8492424,100.0,20.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,934.8370338,0,40.0
1.27,20.50609665,14.8492424,100.0,47.3,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,737.0275915,0,40.0
1.27,20.50609665,14.8492424,100.0,79.6,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,638.3343338,0,50.0
1.27,20.50609665,14.8492424,100.0,30.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,835.7944886,0,60.0
1.27,20.50609665,14.8492424,100.0,40.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,771.9540036,0,80.0
1.27,20.50609665,14.8492424,100.0,47.3,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,737.0275915,0,80.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,661.4001894,0,90.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,661.4001894,0,100.0
1.27,20.50609665,14.8492424,100.0,60.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,690.1683164,0,120.0
1.27,20.50609665,14.8492424,100.0,70.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,661.4001894,0,140.0
1.27,20.50609665,14.8492424,100.0,120.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,569.915585,0,240.0
1.27,20.50609665,14.8492424,100.0,310.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,438.496664,0,720.0
1.27,20.50609665,14.8492424,100.0,11.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1102.675522,1,
1.27,20.50609665,14.8492424,100.0,31.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,828.259248,1,
1.27,20.50609665,14.8492424,100.0,61.0,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,687.0246082,1,
1.27,20.50609665,14.8492424,125.0,44.8,100.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,544.1837656,0,40.0
1.27,20.50609665,14.8492424,75.0,44.8,75.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,1868.902561,0,40.0
1.27,20.50609665,14.8492424,60.0,16.0,60.0,2.36,484.0,7.7,779.0,36.0,2345.15,0.23,360.0,3.89,1.0,3.0,3.0,0.5,0.5,20.7,232.0,58.0,490.15,0.36,41.6,7.37,50.0,14.0,45.0,872.5,0.8,0.4,393.15,0.16,28.5,1.585,0.0,4794.645836,0,40.0
